core1,core2,latency_ns_med,latency_ns_p90,latency_ns_p95
39,25,56,59,61
39,26,80,81,83
39,27,80,81,96
39,28,54,57,60
39,29,48,50,59
39,30,54,58,65
39,31,56,58,65
39,32,52,53,64
39,33,52,66,69
39,34,56,57,58
39,35,56,57,57
39,36,51,51,52
39,37,83,83,84
39,38,53,54,54
