core1,core2,latency_ns_med,latency_ns_p90,latency_ns_p95
39,17,114,121,141
39,18,107,109,128
39,19,106,110,128
39,20,109,111,135
39,21,107,111,134
39,22,117,119,143
39,23,107,110,132
39,24,105,110,131
39,25,102,105,126
39,26,105,107,128
39,27,109,112,136
39,28,101,106,127
39,29,117,120,144
39,30,115,120,143
39,31,108,111,133
39,32,111,115,137
39,33,96,99,102
39,34,103,106,131
39,35,115,122,143
39,36,109,112,134
39,37,108,112,127
39,38,109,112,131
